BillNo,Total,CustomerID,Date,Country_2,ORDER_STATUS,STORE_ID
545162,480.90000000000003,16187.0,2011-02-28 13:35:00.000000000,Eleven ICONN16,COMPLETED,16
545163,216.04999999999998,16607.0,2011-02-28 13:39:00.000000000,Eleven ICONN12,COMPLETED,12
545164,173.7,16458.0,2011-02-28 13:40:00.000000000,Eleven ICONN11,COMPLETED,11
545165,109.95,16339.0,2011-02-28 13:41:00.000000000,Eleven ICONN20,COMPLETED,20
545166,239.13,17027.0,2011-02-28 14:03:00.000000000,Eleven ICONN18,COMPLETED,18
545170,170.04999999999998,14078.0,2011-02-28 14:15:00.000000000,Eleven ICONN18,COMPLETED,18
545180,200.72,12728.0,2011-02-28 14:42:00.000000000,Eleven ICONN21,COMPLETED,21
545181,176.5,12509.0,2011-02-28 14:45:00.000000000,Eleven ICONN11,COMPLETED,11
545182,154.99,14046.0,2011-02-28 14:48:00.000000000,Eleven ICONN7,COMPLETED,7
545183,314.90000000000003,15570.0,2011-02-28 14:59:00.000000000,Eleven ICONN7,COMPLETED,7
545184,249.57,13292.0,2011-02-28 15:00:00.000000000,Eleven ICONN7,COMPLETED,7
545185,79.2,16027.0,2011-02-28 15:04:00.000000000,Eleven ICONN12,COMPLETED,12
545186,229.9,17841.0,2011-02-28 15:05:00.000000000,Eleven ICONN12,COMPLETED,12
545187,109.8,16427.0,2011-02-28 15:18:00.000000000,Eleven ICONN9,COMPLETED,9
545188,598.96,14056.0,2011-02-28 15:19:00.000000000,Eleven ICONN9,COMPLETED,9
545190,242.95,15656.0,2011-02-28 15:32:00.000000000,Eleven ICONN22,COMPLETED,22
545191,240.25,12811.0,2011-02-28 15:39:00.000000000,Eleven ICONN22,COMPLETED,22
545213,190.7,16518.0,2011-02-28 16:36:00.000000000,Eleven ICONN7,COMPLETED,7
545214,158.68,17165.0,2011-02-28 16:39:00.000000000,Eleven ICONN7,COMPLETED,7
545218,463.40999999999997,17462.0,2011-02-28 17:01:00.000000000,Eleven ICONN13,COMPLETED,13
545220,235.35,14620.0,2011-03-01 08:30:00.000000000,Eleven ICONN2,COMPLETED,2
545221,521.1,14740.0,2011-03-01 08:35:00.000000256,Eleven ICONN2,COMPLETED,2
545222,200.10000000000002,13880.0,2011-03-01 08:49:00.000000000,Eleven ICONN21,COMPLETED,21
545223,34.0,16462.0,2011-03-01 08:58:00.000000000,Eleven ICONN21,COMPLETED,21
545224,182.7,17068.0,2011-03-01 09:03:00.000000000,Eleven ICONN21,COMPLETED,21
545225,161.8,12971.0,2011-03-01 09:22:00.000000000,Eleven ICONN21,COMPLETED,21
545228,79.2,16078.0,2011-03-01 09:47:00.000000000,Eleven ICONN21,COMPLETED,21
545229,54.300000000000004,16915.0,2011-03-01 09:52:00.000000000,Eleven ICONN21,COMPLETED,21
545231,307.62,15194.0,2011-03-01 10:08:00.000000000,Eleven ICONN21,COMPLETED,21
545232,897.8,15676.0,2011-03-01 10:19:00.000000000,Eleven ICONN23,COMPLETED,23
545233,72.12,18044.0,2011-03-01 10:25:00.000000000,Eleven ICONN15,COMPLETED,15
545234,256.85,18075.0,2011-03-01 10:26:00.000000000,Eleven ICONN9,COMPLETED,9
545235,352.2,12683.0,2011-03-01 10:31:00.000000000,Eleven ICONN9,COMPLETED,9
545237,133.25,15709.0,2011-03-01 10:38:00.000000000,Eleven ICONN9,COMPLETED,9
545238,395.33,15241.0,2011-03-01 11:02:00.000000000,Eleven ICONN15,COMPLETED,15
545276,110.75,12933.0,2011-03-01 11:30:00.000000000,Eleven ICONN15,COMPLETED,15
545279,122.5,17811.0,2011-03-01 11:36:00.000000000,Eleven ICONN10,COMPLETED,10
545287,117.0,15971.0,2011-03-01 11:42:00.000000000,Eleven ICONN10,COMPLETED,10
545288,1390.06,15311.0,2011-03-01 11:48:00.000000000,Eleven ICONN10,COMPLETED,10
545289,470.88,14732.0,2011-03-01 11:55:00.000000256,Eleven ICONN15,COMPLETED,15
545290,210.3,14688.0,2011-03-01 12:01:00.000000000,Eleven ICONN13,COMPLETED,13
545294,313.58,17965.0,2011-03-01 12:07:00.000000000,Eleven ICONN13,COMPLETED,13
545295,762.5,12709.0,2011-03-01 12:09:00.000000000,Eleven ICONN22,COMPLETED,22
545300,323.16,15092.0,2011-03-01 12:24:00.000000000,Eleven ICONN4,COMPLETED,4
545301,794.06,12679.0,2011-03-01 12:26:00.000000000,Eleven ICONN19,COMPLETED,19
545302,297.16,14506.0,2011-03-01 12:46:00.000000000,Eleven ICONN18,COMPLETED,18
545303,204.5,15319.0,2011-03-01 12:48:00.000000000,Eleven ICONN9,COMPLETED,9
545304,498.15000000000003,16212.0,2011-03-01 12:51:00.000000256,Eleven ICONN9,COMPLETED,9
545305,317.15,15257.0,2011-03-01 12:58:00.000000000,Eleven ICONN1,COMPLETED,1
545306,13.2,17027.0,2011-03-01 13:04:00.000000000,Eleven ICONN1,COMPLETED,1
545308,133.11,14656.0,2011-03-01 13:19:00.000000000,Eleven ICONN1,COMPLETED,1
545309,138.15,13884.0,2011-03-01 13:40:00.000000000,Eleven ICONN18,COMPLETED,18
545310,17.67,15456.0,2011-03-01 13:45:00.000000000,Eleven ICONN18,COMPLETED,18
545311,155.0,15660.0,2011-03-01 13:45:00.000000000,Eleven ICONN18,COMPLETED,18
545312,186.33,15456.0,2011-03-01 13:51:00.000000000,Eleven ICONN18,COMPLETED,18
545313,242.03,15953.0,2011-03-01 13:55:00.000000000,Eleven ICONN9,COMPLETED,9
545314,559.12,12866.0,2011-03-01 14:11:00.000000000,Eleven ICONN14,COMPLETED,14
545318,556.32,14676.0,2011-03-01 14:26:00.000000000,Eleven ICONN19,COMPLETED,19
545319,412.32,16839.0,2011-03-01 14:42:00.000000000,Eleven ICONN23,COMPLETED,23
545321,310.78,12747.0,2011-03-01 14:53:00.000000000,Eleven ICONN23,COMPLETED,23
545322,580.57,13599.0,2011-03-01 14:56:00.000000000,Eleven ICONN23,COMPLETED,23
545323,144.35,12352.0,2011-03-01 14:57:00.000000000,Eleven ICONN23,COMPLETED,23
545324,268.6,13110.0,2011-03-01 14:58:00.000000000,Eleven ICONN23,COMPLETED,23
545325,329.34000000000003,16525.0,2011-03-01 15:01:00.000000000,Eleven ICONN17,COMPLETED,17
545326,34.75,14560.0,2011-03-01 15:12:00.000000000,Eleven ICONN17,COMPLETED,17
545327,417.2,13166.0,2011-03-01 15:16:00.000000000,Eleven ICONN17,COMPLETED,17
545328,119.65,16389.0,2011-03-01 15:47:00.000000000,Eleven ICONN18,COMPLETED,18
545331,2.5,17961.0,2011-03-01 15:49:00.000000000,Eleven ICONN18,COMPLETED,18
545332,840.3,12352.0,2011-03-01 15:52:00.000000000,Eleven ICONN18,COMPLETED,18
545334,272.05,15750.0,2011-03-01 16:34:00.000000000,Eleven ICONN8,COMPLETED,8
545337,234.35,15984.0,2011-03-01 17:28:00.000000000,Eleven ICONN9,COMPLETED,9
545338,338.34,17449.0,2011-03-01 17:32:00.000000000,Eleven ICONN14,COMPLETED,14
545339,463.0,14292.0,2011-03-02 08:26:00.000000000,Eleven ICONN13,COMPLETED,13
545340,1375.24,15416.0,2011-03-02 08:41:00.000000000,Eleven ICONN13,COMPLETED,13
545341,1642.5,17949.0,2011-03-02 09:03:00.000000000,Eleven ICONN6,COMPLETED,6
545342,194.55,13497.0,2011-03-02 09:04:00.000000000,Eleven ICONN6,COMPLETED,6
545343,162.3,15733.0,2011-03-02 09:05:00.000000000,Eleven ICONN6,COMPLETED,6
545344,312.18,16678.0,2011-03-02 09:24:00.000000000,Eleven ICONN6,COMPLETED,6
545345,382.1,14180.0,2011-03-02 09:33:00.000000000,Eleven ICONN6,COMPLETED,6
545346,312.38,12834.0,2011-03-02 09:49:00.000000000,Eleven ICONN5,COMPLETED,5
545347,76.32000000000001,13094.0,2011-03-02 10:20:00.000000000,Eleven ICONN5,COMPLETED,5
545348,134.97,12913.0,2011-03-02 10:49:00.000000000,Eleven ICONN5,COMPLETED,5
545349,172.6,18118.0,2011-03-02 11:07:00.000000000,Eleven ICONN5,COMPLETED,5
545377,122.07,14606.0,2011-03-02 11:32:00.000000000,Eleven ICONN9,COMPLETED,9
545398,1463.47,13722.0,2011-03-02 11:43:00.000000000,Eleven ICONN3,COMPLETED,3
545400,501.99,17048.0,2011-03-02 12:03:00.000000000,Eleven ICONN11,COMPLETED,11
545408,848.05,15067.0,2011-03-02 12:10:00.000000000,Eleven ICONN4,COMPLETED,4
545410,615.33,16670.0,2011-03-02 12:18:00.000000000,Eleven ICONN22,COMPLETED,22
545411,388.3,16128.0,2011-03-02 12:21:00.000000000,Eleven ICONN12,COMPLETED,12
545412,597.8100000000001,15061.0,2011-03-02 12:24:00.000000000,Eleven ICONN8,COMPLETED,8
545413,255.0,15061.0,2011-03-02 12:24:00.000000000,Eleven ICONN18,COMPLETED,18
545414,838.8000000000001,12980.0,2011-03-02 12:43:00.000000000,Eleven ICONN18,COMPLETED,18
545415,453.79,15641.0,2011-03-02 13:03:00.000000000,Eleven ICONN10,COMPLETED,10
545416,603.17,17770.0,2011-03-02 13:35:00.000000000,Eleven ICONN10,COMPLETED,10
545417,576.0,15622.0,2011-03-02 13:41:59.999999744,Eleven ICONN6,COMPLETED,6
545418,85.0,14473.0,2011-03-02 13:56:00.000000000,Eleven ICONN2,COMPLETED,2
545419,374.64,15104.0,2011-03-02 14:16:00.000000000,Eleven ICONN2,COMPLETED,2
545423,337.1,15643.0,2011-03-02 14:34:00.000000000,Eleven ICONN23,COMPLETED,23
545425,100.43,16792.0,2011-03-02 14:39:00.000000000,Eleven ICONN14,COMPLETED,14
545426,276.66,15189.0,2011-03-02 14:41:00.000000000,Eleven ICONN14,COMPLETED,14
545427,9.95,16792.0,2011-03-02 14:41:00.000000000,Eleven ICONN14,COMPLETED,14
545428,430.5,14239.0,2011-03-02 14:43:00.000000000,Eleven ICONN23,COMPLETED,23
545429,150.83,15031.0,2011-03-02 14:46:00.000000000,Eleven ICONN23,COMPLETED,23
545430,306.7,15636.0,2011-03-02 14:50:00.000000000,Eleven ICONN17,COMPLETED,17
545431,374.0,12873.0,2011-03-02 14:58:00.000000000,Eleven ICONN17,COMPLETED,17
545433,207.50000000000003,17923.0,2011-03-02 15:15:00.000000000,Eleven ICONN17,COMPLETED,17
545435,183.0,16217.0,2011-03-02 15:28:00.000000000,Eleven ICONN17,COMPLETED,17
545441,108.32000000000001,14657.0,2011-03-02 16:17:00.000000000,Eleven ICONN14,COMPLETED,14
545445,779.92,17738.0,2011-03-02 16:26:00.000000000,Eleven ICONN14,COMPLETED,14
545447,1193.88,17426.0,2011-03-02 16:34:00.000000000,Eleven ICONN3,COMPLETED,3
545448,15.299999999999999,12753.0,2011-03-02 16:35:00.000000000,Eleven ICONN11,COMPLETED,11
545459,151.07,17576.0,2011-03-02 17:21:00.000000000,Eleven ICONN11,COMPLETED,11
545460,281.43,13230.0,2011-03-02 17:32:59.250000128,Eleven ICONN11,COMPLETED,11
545461,401.45,14388.0,2011-03-03 08:24:00.000000000,Eleven ICONN10,COMPLETED,10
545462,535.38,17567.0,2011-03-03 08:24:00.000000000,Eleven ICONN10,COMPLETED,10
545463,96.75,13784.0,2011-03-03 08:36:00.000000000,Eleven ICONN15,COMPLETED,15
545465,114.84,16957.0,2011-03-03 09:25:00.000000000,Eleven ICONN2,COMPLETED,2
545466,1396.0,18102.0,2011-03-03 09:26:00.000000000,Eleven ICONN2,COMPLETED,2
545467,105.45,15304.0,2011-03-03 09:39:00.000000000,Eleven ICONN2,COMPLETED,2
545468,436.68,16571.0,2011-03-03 09:41:00.000000000,Eleven ICONN2,COMPLETED,2
545469,345.85,17646.0,2011-03-03 10:09:00.000000000,Eleven ICONN2,COMPLETED,2
545470,137.1,14483.0,2011-03-03 10:26:00.000000000,Eleven ICONN7,COMPLETED,7
545471,306.94,15087.0,2011-03-03 10:34:00.000000000,Eleven ICONN7,COMPLETED,7
545474,1120.53,16709.0,2011-03-03 10:55:00.000000000,Eleven ICONN7,COMPLETED,7
545475,16726.84,12415.0,2011-03-03 10:59:00.000000000,Eleven ICONN16,COMPLETED,16
545477,134.5,14573.0,2011-03-03 11:07:00.000000000,Eleven ICONN11,COMPLETED,11
545503,183.65,15719.0,2011-03-03 11:33:59.999999744,Eleven ICONN19,COMPLETED,19
545505,482.81,17856.0,2011-03-03 11:40:00.000000000,Eleven ICONN12,COMPLETED,12
545512,124.68,17389.0,2011-03-03 12:00:00.000000000,Eleven ICONN12,COMPLETED,12
545514,222.65,15053.0,2011-03-03 12:06:00.000000000,Eleven ICONN12,COMPLETED,12
545515,534.76,12727.0,2011-03-03 12:06:00.000000000,Eleven ICONN12,COMPLETED,12
545517,38.4,12727.0,2011-03-03 12:20:00.000000000,Eleven ICONN5,COMPLETED,5
545518,309.38,18218.0,2011-03-03 12:24:00.000000000,Eleven ICONN5,COMPLETED,5
545519,348.2,16159.0,2011-03-03 12:27:00.000000000,Eleven ICONN5,COMPLETED,5
545521,76.1,17995.0,2011-03-03 12:30:00.000000000,Eleven ICONN6,COMPLETED,6
545522,303.03,15596.0,2011-03-03 12:35:00.000000000,Eleven ICONN6,COMPLETED,6
545523,210.05,14524.0,2011-03-03 12:41:00.000000000,Eleven ICONN20,COMPLETED,20
545524,191.95,17374.0,2011-03-03 12:53:00.000000000,Eleven ICONN20,COMPLETED,20
545526,225.9,17789.0,2011-03-03 13:14:00.000000000,Eleven ICONN19,COMPLETED,19
545530,2114.71,17416.0,2011-03-03 13:45:00.000000000,Eleven ICONN19,COMPLETED,19
545533,475.44,12524.0,2011-03-03 14:04:00.000000000,Eleven ICONN4,COMPLETED,4
545534,222.3,17652.0,2011-03-03 14:05:00.000000000,Eleven ICONN4,COMPLETED,4
545535,73.92,13199.0,2011-03-03 14:09:00.000000000,Eleven ICONN4,COMPLETED,4
545536,410.0,12417.0,2011-03-03 14:12:00.000000000,Eleven ICONN4,COMPLETED,4
545543,727.6,13476.0,2011-03-03 14:43:00.000000000,Eleven ICONN11,COMPLETED,11
545544,294.33,14057.0,2011-03-03 14:56:00.000000000,Eleven ICONN5,COMPLETED,5
545545,187.11,17841.0,2011-03-03 15:02:00.000000000,Eleven ICONN5,COMPLETED,5
545550,148.49,18041.0,2011-03-03 15:11:00.000000000,Eleven ICONN3,COMPLETED,3
545555,137.62,17757.0,2011-03-03 15:17:00.000000000,Eleven ICONN3,COMPLETED,3
545557,249.84,12500.0,2011-03-03 15:30:00.000000000,Eleven ICONN3,COMPLETED,3
545558,485.78000000000003,17873.0,2011-03-03 15:31:00.000000000,Eleven ICONN3,COMPLETED,3
545559,288.47,15005.0,2011-03-03 15:31:00.000000000,Eleven ICONN21,COMPLETED,21
545570,166.04,12817.0,2011-03-03 16:28:00.000000000,Eleven ICONN23,COMPLETED,23
545571,602.61,17700.0,2011-03-03 16:34:00.000000000,Eleven ICONN23,COMPLETED,23
545573,124.10000000000001,15393.0,2011-03-03 16:58:00.000000000,Eleven ICONN5,COMPLETED,5
545574,122.7,13959.0,2011-03-03 18:16:00.000000000,Eleven ICONN5,COMPLETED,5
545575,515.38,13014.0,2011-03-03 18:28:00.000000000,Eleven ICONN2,COMPLETED,2
545576,99.75,15611.0,2011-03-03 18:46:00.000000000,Eleven ICONN16,COMPLETED,16
545577,161.5,14702.0,2011-03-03 19:18:00.000000000,Eleven ICONN16,COMPLETED,16
545578,137.49,13715.0,2011-03-03 19:21:00.000000000,Eleven ICONN3,COMPLETED,3
545579,387.31,17508.0,2011-03-04 08:10:00.000000000,Eleven ICONN3,COMPLETED,3
545580,378.21000000000004,13931.0,2011-03-04 08:43:00.000000000,Eleven ICONN9,COMPLETED,9
545582,3547.34,13694.0,2011-03-04 09:05:00.000000000,Eleven ICONN22,COMPLETED,22
545583,317.25,12553.0,2011-03-04 09:08:00.000000000,Eleven ICONN22,COMPLETED,22
545585,312.4,12541.0,2011-03-04 09:32:00.000000000,Eleven ICONN2,COMPLETED,2
545587,282.74,14796.0,2011-03-04 09:46:00.000000000,Eleven ICONN8,COMPLETED,8
545588,222.99,13382.0,2011-03-04 10:03:00.000000256,Eleven ICONN22,COMPLETED,22
545589,333.2,17001.0,2011-03-04 10:20:59.999999744,Eleven ICONN22,COMPLETED,22
545590,316.11,15220.0,2011-03-04 10:24:00.000000000,Eleven ICONN20,COMPLETED,20
545591,356.9,17581.0,2011-03-04 10:28:00.000000000,Eleven ICONN13,COMPLETED,13
545592,369.95,17581.0,2011-03-04 10:30:00.000000000,Eleven ICONN4,COMPLETED,4
545593,102.4,17581.0,2011-03-04 10:31:00.000000000,Eleven ICONN4,COMPLETED,4
545595,167.91,14570.0,2011-03-04 10:39:00.000000000,Eleven ICONN4,COMPLETED,4
545596,265.0,14447.0,2011-03-04 10:48:59.999999744,Eleven ICONN18,COMPLETED,18
545597,50.15,14570.0,2011-03-04 10:58:00.000000000,Eleven ICONN3,COMPLETED,3
545601,152.00000000000003,15827.0,2011-03-04 11:49:00.000000000,Eleven ICONN3,COMPLETED,3
545602,109.16,17315.0,2011-03-04 11:49:00.000000000,Eleven ICONN3,COMPLETED,3
545603,38.1,15827.0,2011-03-04 11:49:00.000000000,Eleven ICONN3,COMPLETED,3
545630,332.4,14466.0,2011-03-04 12:06:00.000000000,Eleven ICONN19,COMPLETED,19
545635,240.68,13557.0,2011-03-04 12:14:00.000000000,Eleven ICONN19,COMPLETED,19
545636,416.69,16449.0,2011-03-04 12:15:00.000000000,Eleven ICONN19,COMPLETED,19
545637,292.03,15514.0,2011-03-04 12:16:00.000000000,Eleven ICONN8,COMPLETED,8
545638,235.91,13113.0,2011-03-04 12:26:00.000000000,Eleven ICONN8,COMPLETED,8
545644,1920.48,16333.0,2011-03-04 12:37:00.000000000,Eleven ICONN15,COMPLETED,15
545645,17.549999999999997,12755.0,2011-03-04 12:42:00.000000000,Eleven ICONN15,COMPLETED,15
545646,38.0,14779.0,2011-03-04 12:42:00.000000000,Eleven ICONN15,COMPLETED,15
545647,159.4,12547.0,2011-03-04 12:46:00.000000000,Eleven ICONN15,COMPLETED,15
545648,96.8,17325.0,2011-03-04 13:09:00.000000000,Eleven ICONN6,COMPLETED,6
545649,119.31,14995.0,2011-03-04 13:14:00.000000000,Eleven ICONN6,COMPLETED,6
545652,50.8,16414.0,2011-03-04 13:27:00.000000000,Eleven ICONN7,COMPLETED,7
545653,935.54,15311.0,2011-03-04 13:39:00.000000000,Eleven ICONN7,COMPLETED,7
545654,345.68,15681.0,2011-03-04 13:46:00.000000000,Eleven ICONN18,COMPLETED,18
545655,99.59,14670.0,2011-03-04 13:58:00.000000000,Eleven ICONN18,COMPLETED,18
545656,99.0,14057.0,2011-03-04 13:58:00.000000000,Eleven ICONN11,COMPLETED,11
545658,311.94,14670.0,2011-03-04 14:13:00.000000000,Eleven ICONN11,COMPLETED,11
545659,45.0,15675.0,2011-03-04 14:21:00.000000000,Eleven ICONN15,COMPLETED,15
545660,310.77,17191.0,2011-03-04 14:28:00.000000000,Eleven ICONN15,COMPLETED,15
545661,829.85,15358.0,2011-03-04 14:41:00.000000000,Eleven ICONN22,COMPLETED,22
545662,208.2,15358.0,2011-03-04 14:42:00.000000000,Eleven ICONN11,COMPLETED,11
545663,162.07999999999998,13491.0,2011-03-04 14:52:00.000000000,Eleven ICONN11,COMPLETED,11
545664,463.63,12584.0,2011-03-04 15:15:00.000000000,Eleven ICONN11,COMPLETED,11
545665,164.4,17535.0,2011-03-04 15:20:00.000000000,Eleven ICONN14,COMPLETED,14
545668,532.13,14031.0,2011-03-04 17:02:00.000000000,Eleven ICONN20,COMPLETED,20
545669,186.9,17243.0,2011-03-06 10:05:00.000000000,Eleven ICONN20,COMPLETED,20
545670,292.75,15465.0,2011-03-06 10:07:00.000000000,Eleven ICONN20,COMPLETED,20
545675,15.0,18223.0,2011-03-06 10:26:00.000000000,Eleven ICONN20,COMPLETED,20
545676,246.76000000000002,15034.0,2011-03-06 10:26:00.000000000,Eleven ICONN20,COMPLETED,20
545680,346.1,15400.0,2011-03-06 11:27:00.000000000,Eleven ICONN20,COMPLETED,20
545681,655.03,16923.0,2011-03-06 11:28:00.000000000,Eleven ICONN20,COMPLETED,20
545682,253.79,14701.0,2011-03-06 11:39:00.000000000,Eleven ICONN5,COMPLETED,5
545683,533.18,14903.0,2011-03-06 11:50:00.000000000,Eleven ICONN10,COMPLETED,10
545684,279.8,15606.0,2011-03-06 11:52:00.000000000,Eleven ICONN3,COMPLETED,3
545685,126.02000000000001,14499.0,2011-03-06 11:55:00.000000000,Eleven ICONN2,COMPLETED,2
545686,137.9,18211.0,2011-03-06 12:09:00.000000000,Eleven ICONN12,COMPLETED,12
545687,508.45,17769.0,2011-03-06 12:20:00.000000000,Eleven ICONN21,COMPLETED,21
545688,635.17,16033.0,2011-03-06 12:42:00.000000000,Eleven ICONN8,COMPLETED,8
545690,427.03000000000003,13263.0,2011-03-06 12:46:00.000000000,Eleven ICONN17,COMPLETED,17
545691,263.04,14161.0,2011-03-06 12:52:00.000000000,Eleven ICONN2,COMPLETED,2
545692,510.7,17428.0,2011-03-06 12:58:00.000000000,Eleven ICONN17,COMPLETED,17
545693,796.86,16422.0,2011-03-06 14:09:00.000000000,Eleven ICONN17,COMPLETED,17
545694,120.0,16422.0,2011-03-06 14:10:00.000000000,Eleven ICONN17,COMPLETED,17
545695,841.37,17050.0,2011-03-06 14:15:00.000000000,Eleven ICONN17,COMPLETED,17
545696,230.0,15696.0,2011-03-06 14:21:00.000000000,Eleven ICONN22,COMPLETED,22
545697,147.23,14504.0,2011-03-06 14:38:00.000000000,Eleven ICONN22,COMPLETED,22
545698,225.14,15572.0,2011-03-06 14:44:00.000000000,Eleven ICONN2,COMPLETED,2
545699,220.77,15572.0,2011-03-06 14:50:00.000000000,Eleven ICONN5,COMPLETED,5
545700,166.45,17811.0,2011-03-06 14:57:00.000000000,Eleven ICONN5,COMPLETED,5
545701,1695.21,17107.0,2011-03-06 15:17:00.000000000,Eleven ICONN23,COMPLETED,23
545702,136.76999999999998,14247.0,2011-03-06 15:21:00.000000000,Eleven ICONN13,COMPLETED,13
545704,215.55,16638.0,2011-03-07 08:30:00.000000000,Eleven ICONN8,COMPLETED,8
545705,217.2,15554.0,2011-03-07 09:00:00.000000000,Eleven ICONN8,COMPLETED,8
545706,219.3,12712.0,2011-03-07 09:10:00.000000000,Eleven ICONN8,COMPLETED,8
545707,673.9,13881.0,2011-03-07 09:35:00.000000000,Eleven ICONN8,COMPLETED,8
545708,142.28,14915.0,2011-03-07 09:39:00.000000000,Eleven ICONN8,COMPLETED,8
545709,282.65999999999997,12708.0,2011-03-07 09:49:00.000000000,Eleven ICONN18,COMPLETED,18
545710,90.6,13117.0,2011-03-07 09:52:00.000000000,Eleven ICONN8,COMPLETED,8
545711,159.3,16136.0,2011-03-07 09:52:00.000000000,Eleven ICONN8,COMPLETED,8
545712,180.60000000000002,18280.0,2011-03-07 09:52:00.000000000,Eleven ICONN8,COMPLETED,8
545718,315.6,12614.0,2011-03-07 10:22:00.000000000,Eleven ICONN8,COMPLETED,8
545719,1656.15,13344.0,2011-03-07 10:28:00.000000000,Eleven ICONN8,COMPLETED,8
545721,608.45,15039.0,2011-03-07 10:52:00.000000000,Eleven ICONN8,COMPLETED,8
545722,475.20000000000005,16013.0,2011-03-07 11:06:00.000000000,Eleven ICONN20,COMPLETED,20
545725,162.85,16621.0,2011-03-07 11:32:00.000000000,Eleven ICONN20,COMPLETED,20
545738,75.6,17571.0,2011-03-07 11:44:00.000000000,Eleven ICONN9,COMPLETED,9
545748,1588.68,17381.0,2011-03-07 11:52:00.000000000,Eleven ICONN9,COMPLETED,9
545752,431.28,17381.0,2011-03-07 11:54:00.000000000,Eleven ICONN9,COMPLETED,9
545759,806.05,16316.0,2011-03-07 11:56:00.000000000,Eleven ICONN9,COMPLETED,9
545764,294.17,13408.0,2011-03-07 12:00:00.000000000,Eleven ICONN7,COMPLETED,7
545790,17.0,16316.0,2011-03-07 12:12:00.000000000,Eleven ICONN8,COMPLETED,8
545797,326.91,16225.0,2011-03-07 12:17:00.000000000,Eleven ICONN8,COMPLETED,8
545812,638.65,14214.0,2011-03-07 12:26:00.000000000,Eleven ICONN21,COMPLETED,21
545815,328.8,14012.0,2011-03-07 12:26:00.000000000,Eleven ICONN18,COMPLETED,18
545819,102.0,16356.0,2011-03-07 12:31:00.000000256,Eleven ICONN20,COMPLETED,20
545820,40.2,13884.0,2011-03-07 12:46:00.000000000,Eleven ICONN20,COMPLETED,20
545821,591.02,13001.0,2011-03-07 12:50:00.000000000,Eleven ICONN20,COMPLETED,20
545822,17.9,13884.0,2011-03-07 12:53:00.000000000,Eleven ICONN7,COMPLETED,7
545826,318.24,17696.0,2011-03-07 13:03:00.000000000,Eleven ICONN7,COMPLETED,7
545830,455.04,17634.0,2011-03-07 13:10:00.000000000,Eleven ICONN19,COMPLETED,19
545835,117.55,17654.0,2011-03-07 13:17:00.000000000,Eleven ICONN2,COMPLETED,2
545838,106.37,14606.0,2011-03-07 13:33:00.000000000,Eleven ICONN9,COMPLETED,9
545842,557.0,15498.0,2011-03-07 13:36:59.999999744,Eleven ICONN15,COMPLETED,15
545845,16.05,12754.0,2011-03-07 13:38:00.000000000,Eleven ICONN12,COMPLETED,12
545851,108.97999999999999,15026.0,2011-03-07 13:45:00.000000000,Eleven ICONN12,COMPLETED,12
545853,162.7,16517.0,2011-03-07 13:50:00.000000000,Eleven ICONN7,COMPLETED,7
545854,580.79,14817.0,2011-03-07 13:51:00.000000000,Eleven ICONN7,COMPLETED,7
545855,246.29999999999998,15290.0,2011-03-07 13:52:00.000000000,Eleven ICONN12,COMPLETED,12
545856,89.70000000000002,16225.0,2011-03-07 13:54:00.000000000,Eleven ICONN12,COMPLETED,12
545859,593.9200000000001,15498.0,2011-03-07 14:10:00.000000000,Eleven ICONN12,COMPLETED,12
545865,2597.4,15769.0,2011-03-07 14:17:00.000000000,Eleven ICONN12,COMPLETED,12
545868,145.7,17841.0,2011-03-07 14:33:00.000000000,Eleven ICONN3,COMPLETED,3
545869,196.45000000000002,17162.0,2011-03-07 14:45:00.000000000,Eleven ICONN3,COMPLETED,3
545870,15.299999999999999,17162.0,2011-03-07 14:45:00.000000000,Eleven ICONN2,COMPLETED,2
545871,134.9,17092.0,2011-03-07 14:51:00.000000000,Eleven ICONN2,COMPLETED,2
545872,381.75,15752.0,2011-03-07 14:51:00.000000000,Eleven ICONN15,COMPLETED,15
545873,110.2,13092.0,2011-03-07 14:54:00.000000000,Eleven ICONN23,COMPLETED,23
545874,79.4,12841.0,2011-03-07 15:02:00.000000000,Eleven ICONN23,COMPLETED,23
545883,147.95000000000002,15974.0,2011-03-07 15:40:00.000000000,Eleven ICONN23,COMPLETED,23
545888,416.22,13798.0,2011-03-07 16:14:00.000000000,Eleven ICONN16,COMPLETED,16
545889,45.0,15291.0,2011-03-07 16:14:00.000000000,Eleven ICONN16,COMPLETED,16
545890,92.80000000000001,16782.0,2011-03-07 16:39:00.000000000,Eleven ICONN16,COMPLETED,16
545894,211.36,16242.0,2011-03-07 17:04:00.000000000,Eleven ICONN16,COMPLETED,16
545896,61.589999999999996,15869.0,2011-03-07 17:19:00.000000000,Eleven ICONN11,COMPLETED,11
545898,88.05,15869.0,2011-03-07 17:23:00.000000000,Eleven ICONN5,COMPLETED,5
545899,74.7,17817.0,2011-03-07 17:30:00.000000000,Eleven ICONN9,COMPLETED,9
545900,195.0,17817.0,2011-03-07 17:42:00.000000000,Eleven ICONN9,COMPLETED,9
545901,1031.37,15834.0,2011-03-07 17:52:00.000000000,Eleven ICONN9,COMPLETED,9
545902,250.0,15834.0,2011-03-07 17:55:00.000000000,Eleven ICONN2,COMPLETED,2
